CMS_Certification_Number_|CCN|,Provider_Name,City,ZIP,Phone,Type_of_Ownership,Offers_Nursing_Care_Services,Offers_Physical_Therapy_Services,Offers_Occupational_Therapy_Services,Offers_Speech_Pathology_Services,Offers_Medical_Social_Services,Offers_Home_Health_Aide_Services,Date_Certified,Quality_of_patient_care_star_rating,How_often_the_home_health_team_began_their_patients'_care_in_a_timely_manner,How_often_the_home_health_team_taught_patients_|or_their_family_caregivers|_about_their_drugs,How_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_current_flu_season,How_often_patients_got_better_at_walking_or_moving_around,How_often_patients_got_better_at_getting_in_and_out_of_bed,How_often_patients_got_better_at_bathing,How_often_patients'_breathing_improved,How_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,How_often_home_health_patients_had_to_be_admitted_to_the_hospital,Changes_in_skin_integrity_post-acute_care:_pressure_ulcer/injury,How_often_physician-recommended_actions_to_address_medication_issues_were_completely_timely,DTC_Numerator,DTC_Denominator,DTC_Observed_Rate,DTC_Risk-Standardized_Rate,DTC_Risk-Standardized_Rate_|Lower_Limit|,DTC_Risk-Standardized_Rate_|Upper_Limit|,DTC_Performance_Categorization,PPR_Numerator,PPR_Denominator,PPR_Observed_Rate,PPR_Risk-Standardized_Rate,PPR_Risk-Standardized_Rate_|Lower_Limit|,PPR_Risk-Standardized_Rate_|Upper_Limit|,PPR_Performance_Categorization
197181,FELICIANA HOME HEALTH WEST,PLAQUEMINE,70764,2256870820,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,5/17/1985,5,100,100,75,94.1,91.5,92.5,89.2,94.4,14.3,0,100,168,226,74.34,80.17,74.34,85.93,Same As National Rate,3,158,1.9,3.29,2.33,4.69,Same As National Rate
197183,BEAUREGARD HOME HEALTH,DERIDDER,70634,3374627188,PROPRIETARY,Yes,Yes,No,Yes,Yes,Yes,4/15/1985,5,100,100,73.2,93,91.3,94,100,90,16,0,84.6,319,431,74.01,78.51,74.34,82.68,Same As National Rate,13,309,4.21,3.79,2.76,5.09,Same As National Rate
197187,HOME HEALTH CTR OF THIBODAUX,THIBODAUX,70301,9854478442,GOVERNMENT - STATE/COUNTY,Yes,No,No,No,Yes,Yes,6/21/1985,3.5,99.9,99.9,68.9,79.3,81.8,82.7,81.7,78.1,16,0.2,99.1,600,789,76.05,78.84,76.02,81.68,Same As National Rate,19,618,3.07,3.51,2.69,4.62,Same As National Rate
197192,OCHSNER HOME HEALTH OF BATON ROUGE,BATON ROUGE,70816,2259528400,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,No,9/13/1985,3.5,99.4,99.7,64.2,85.7,84.2,84.4,84.2,80.3,16.5,0,90,512,635,80.63,88.56,85.23,91.97,Better Than National Rate,16,389,4.11,3.59,2.73,4.84,Same As National Rate
197193,LOUISIANA HOME HEALTH,MINDEN,71055,3183770800,PROPRIETARY,Yes,No,No,No,No,No,8/13/1985,4,99.5,100,76.4,85.7,87.9,82.5,86.9,85.9,11.2,0,98,272,338,80.47,84.28,80.39,88.82,Better Than National Rate,5,189,2.65,3.55,2.49,4.98,Same As National Rate
197194,ENCOMPASS HEALTH HOME HEALTH OF THE NORTHSHORE,COVINGTON,70433,9857350410,PROPRIETARY,Yes,No,No,No,Yes,No,8/23/1985,3.5,98.5,100,53.6,74.5,80.1,86.1,86.9,78.6,11.8,0,89.6,154,240,64.17,71.62,65.17,77.69,Worse Than National Rate,3,122,2.46,3.29,2.33,4.56,Same As National Rate
197195,EGAN OCHSNER HOME HEALTH NEW ORLEANS,HARAHAN,70123,5048354474,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,6/19/1985,3.5,97.2,99.1,59,82,84.5,85.8,90.1,80.2,15.7,0,96,1062,1280,82.97,88.4,86.31,90.66,Better Than National Rate,40,1143,3.5,3.51,2.75,4.46,Same As National Rate
197197,LAGNIAPPE HOMECARE NORTHERN LOUISIANA,WINNFIELD,71483,3186283807,PROPRIETARY,Yes,No,No,No,No,Yes,2/21/1986,3,95.5,99.1,70.9,86.3,87.2,88.4,77.8,81.7,21.9,0,89.1,170,272,62.5,68.51,62.59,74.61,Worse Than National Rate,7,94,7.45,3.94,2.84,5.42,Same As National Rate
197199,ALLEGIANCE HOME HEALTH OF EAST CENTRAL LOUISIANA,VILLE PLATTE,70586,3374678080,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,Yes,Yes,11/20/1985,2.5,88.7,100,39.1,82.8,75.1,80.7,84.3,43.2,,2.8,98.1,,1,,,,,Not Available,,1,,,,,Not Available
197200,CYPRESS HOME HEALTH,BATON ROUGE,70809,2257611592,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,7/31/1986,3.5,99.5,97.4,47,84.2,83,84.8,84.2,80.1,16.8,0,98.8,416,641,64.9,73.11,69.23,77.34,Worse Than National Rate,7,257,2.72,3.14,2.29,4.29,Same As National Rate
197203,OCHSNER HOME HEALTH OF NEW ORLEANS,METAIRIE,70002,5043726610,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,3/20/1987,4.5,98.9,99.4,64.1,90.2,89.8,91.6,90.8,88,16.3,0.1,83.2,1032,1295,79.69,89.44,86.98,91.84,Better Than National Rate,40,1015,3.94,3.47,2.77,4.29,Same As National Rate
197204,BETTER CARE HOME HEALTH  INC.,ALEXANDRIA,71301,3184734676,PROPRIETARY,Yes,No,No,No,No,Yes,10/2/1986,2.5,99.3,100,100,76.2,85.7,64.2,69,60.9,16,2.6,100,113,164,68.9,72.58,65.41,79.05,Same As National Rate,4,110,3.64,3.55,2.52,5.04,Same As National Rate
197206,LADY OF THE SEA HOME HEALTH AGENCY,CUT OFF,70345,9856326900,GOVERNMENT - LOCAL,Yes,No,No,No,Yes,Yes,12/23/1986,2.5,100,99.5,55,74.6,85.7,71.8,67.1,63.8,21,0,97,138,155,89.03,90.84,85.42,95.43,Better Than National Rate,0,131,0,2.99,2.07,4.13,Same As National Rate
197209,TOURO AT HOME TOURO INFIRMARY,NEW ORLEANS,70115,5048978576,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,Yes,Yes,3/18/1987,4.5,100,94.2,73.6,87.5,91.7,91.2,89.3,82.4,16.7,0.5,91.3,268,323,82.97,86.14,81.78,90.23,Better Than National Rate,5,287,1.74,3.2,2.29,4.37,Same As National Rate
197210,HAVEN HOME HEALTH INC,MONROE,71203,3183248632,PROPRIETARY,Yes,No,No,No,Yes,Yes,3/18/1987,3.5,99.9,99.5,74.6,84.9,79.3,83.5,83.7,80.3,18.9,0.2,98.6,740,1066,69.42,74.66,71.88,77.53,Worse Than National Rate,13,411,3.16,3.3,2.44,4.39,Same As National Rate
197211,ALLEGIANCE HOME HEALTH OF NORTHWEST LA,MINDEN,71055,3189326877,PROPRIETARY,Yes,No,No,No,No,Yes,3/13/1987,3.5,93.7,98.4,59,81.2,77.8,85.7,87.3,,9.1,0,95.2,37,53,69.81,78.8,65.33,90.33,Same As National Rate,1,34,2.94,3.48,2.48,4.9,Same As National Rate
197215,KINDRED AT HOME,HOUMA,70360,9852234321,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,7/30/1987,3.5,100,100,77.4,77,75.8,82.8,86.6,81.7,14.2,0,72.5,330,520,63.46,68.4,64.21,72.48,Worse Than National Rate,5,177,2.82,3.37,2.43,4.77,Same As National Rate
197216,AMEDISYS HOME HEALTH CARE,HAMMOND,70401,9859029922,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,9/4/1987,3.5,98.4,100,84.4,84.6,89.3,86.2,87.6,82.9,17.1,0.3,97.6,318,451,70.51,78.12,73.84,82.4,Same As National Rate,12,310,3.87,3.42,2.52,4.46,Same As National Rate
197222,ELARA CARING,RUSTON,71270,3183225461,PROPRIETARY,Yes,No,No,No,Yes,Yes,5/20/1988,4,100,100,56.3,86.6,85.8,89,83.6,82.7,14.8,0,53.7,173,273,63.37,64.84,59.14,70.41,Worse Than National Rate,3,160,1.88,3.41,2.42,4.98,Same As National Rate
197226,ELARA CARING,BOSSIER CITY,71111,3187424026,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,Yes,Yes,9/9/1988,4,99.1,98.6,62.3,86.3,85.8,92.6,86.6,83.3,16.5,0,98.4,385,778,49.49,53.95,50.38,57.64,Worse Than National Rate,4,288,1.39,3.2,2.26,4.39,Same As National Rate
197231,CHRISTIAN HOME HEALTH CARE  INC,NEW ORLEANS,70122,5049497177,PROPRIETARY,Yes,No,No,No,No,Yes,11/14/1988,,,,,,,,,,,,,,,,,,,,,,,,,,
197232,ELARA CARING,BATON ROUGE,70816,2259281666,PROPRIETARY,Yes,No,No,No,No,Yes,11/9/1988,4,98.5,100,86.3,90.9,87.9,87.4,93.5,85.8,12.5,1.1,100,162,248,65.32,71.78,65.88,77.6,Worse Than National Rate,1,52,1.92,3.43,2.39,4.86,Same As National Rate
197240,EXCELLENT HOME HEALTH CARE  LLC,GRETNA,70053,5043629207,PROPRIETARY,Yes,No,No,No,No,Yes,2/23/1989,2,77.8,81.1,14,59.9,85.1,68.6,,70.5,,0,96.3,,3,,,,,Not Available,,4,,,,,Not Available
197242,AMEDISYS HOME HEALTH,SHREVEPORT,71106,3188658865,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,No,4/24/1989,4,99.7,100,86.5,85,89.9,88.9,86.7,79,16.9,1.8,99.4,389,594,65.49,73.31,69.41,77.26,Worse Than National Rate,15,305,4.92,3.73,2.77,4.85,Same As National Rate
197244,EGAN-OCHSNER HOME HEALTH RIVER PARISHES,LA PLACE,70068,9856538117,PROPRIETARY,Yes,No,No,No,Yes,No,4/14/1989,4.5,98.3,99.6,78.9,89.5,88.5,89.9,94.7,82.8,15.8,0.3,96.1,282,347,81.27,85.43,81.27,89.45,Better Than National Rate,8,257,3.11,3.56,2.48,4.94,Same As National Rate
197247,ARK LA TEX HOME HEALTH   INC.,SHREVEPORT,71105,3187476180,PROPRIETARY,Yes,No,No,No,No,Yes,5/19/1989,3,98.3,98.3,83.7,85.1,79.4,84.8,61.9,75,12.1,0,93.2,185,276,67.03,71.71,66.04,76.9,Worse Than National Rate,4,130,3.08,3.59,2.58,4.96,Same As National Rate
197252,ELARA CARING,WINNSBORO,71295,3184354366,PROPRIETARY,Yes,No,No,No,Yes,Yes,9/8/1989,4.5,100,98.7,61.1,87.9,86.6,93.1,82.8,87.6,14.4,0,93.9,225,347,64.84,68.17,63.43,72.95,Worse Than National Rate,2,129,1.55,3.39,2.32,4.84,Same As National Rate
197253,KINDRED AT HOME,WEST MONROE,71291,3188050106,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/2/1989,4.5,100,100,83.2,90.7,89.5,93.4,90.5,85.4,15.4,0.7,97.5,412,782,52.69,58.02,54.26,61.78,Worse Than National Rate,11,222,4.95,3.83,2.77,5.07,Same As National Rate
197258,CHASE HEALTH CARE INC.,BATON ROUGE,70818,2252741444,PROPRIETARY,No,No,No,No,No,Yes,11/29/1989,2.5,96.9,94.8,64.4,76.3,70.3,80,65.8,72,15.3,0.8,93.8,168,293,57.34,61.19,55.87,67.07,Worse Than National Rate,6,142,4.23,3.66,2.58,5.09,Same As National Rate
197259,CLAIBORNE HOME HEALTH,HOMER,71040,3189279119,GOVERNMENT - LOCAL,Yes,No,No,No,Yes,Yes,1/5/1990,,100,96.9,96,,,,,,22.3,,100,146,228,64.04,65.12,59.18,71.12,Worse Than National Rate,7,117,5.98,3.98,2.85,5.66,Same As National Rate
197260,ELARA CARING,LEESVILLE,71446,3372394779,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,1/22/1990,3.5,99.1,100,50,82.4,82.3,86.1,85.5,79,13.3,0.8,91.4,220,445,49.44,55.2,50.73,60.39,Worse Than National Rate,11,198,5.56,3.93,2.82,5.3,Same As National Rate
197263,AMEDISYS HOME HEALTH,LAFAYETTE,70503,3379896913,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,2/7/1990,4,99.6,100,80.6,88.7,88,88.7,90.1,82.2,17.6,0,97.7,1285,1677,76.62,82.92,80.76,85.08,Better Than National Rate,32,898,3.56,3.68,2.85,4.66,Same As National Rate
197265,HOME HEALTH CARE 2000-LAKE CHARLES,LAKE CHARLES,70601,3374395444,PROPRIETARY,Yes,No,No,No,No,Yes,2/22/1990,4,96.9,100,75,92.8,88.9,99.2,87.6,89.5,19.6,2.6,98.4,65,194,33.51,38.46,31.68,45.46,Worse Than National Rate,1,44,2.27,3.37,2.38,4.6,Same As National Rate
197272,AUDUBON HOME HEALTH OF HAMMOND,HAMMOND,70403,9855422010,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,5/2/1990,4,98.3,100,90.7,89.4,92,91.3,86.5,91.8,18.4,0,98.3,208,287,72.47,79.26,73.91,84.57,Same As National Rate,12,173,6.94,4.04,2.92,5.25,Same As National Rate
197274,LAMM FAMILY CARE HOME HEALTH,CROWLEY,70526,3377830000,PROPRIETARY,Yes,No,No,No,No,Yes,6/22/1990,4.5,100,100,96.1,96.6,89.3,91.7,90,89.2,17.2,0,100,655,716,91.48,91.91,89.81,93.95,Better Than National Rate,16,595,2.69,3.65,2.72,4.79,Same As National Rate
197276,ELARA CARING,MONROE,71201,3183400221,PROPRIETARY,Yes,No,No,No,No,Yes,7/11/1990,4,100,99.8,62.1,86.2,86.8,88.4,86.2,86.4,16.9,0,56.7,432,660,65.45,66.83,63.74,70.38,Worse Than National Rate,4,230,1.74,3.54,2.52,4.95,Same As National Rate
197278,NOTRE DAME HOME HEALTH,METAIRIE,70001,5048281551,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,No,No,No,Yes,Yes,7/10/1990,2.5,100,99.7,87.8,72.5,76.3,74.7,76.4,69.4,17.9,0,99.7,354,495,71.52,75.96,72.08,79.98,Same As National Rate,14,316,4.43,4.13,3.01,5.62,Same As National Rate
197294,AVEANNA HEALTHCARE,METAIRIE,70002,5048304512,PROPRIETARY,Yes,No,Yes,No,No,No,1/23/1991,,,,,,,,,,,,,,,,,,,,,,,,,,
197295,MANGHAM HOME CARE  INC.,MANGHAM,71259,3182482797,PROPRIETARY,Yes,No,No,No,No,Yes,2/4/1991,2.5,100,98.1,67.4,68.8,74.2,69.2,23,,21.7,0,98.1,77,158,48.73,51.66,44.09,59.78,Worse Than National Rate,1,52,1.92,3.45,2.34,4.78,Same As National Rate
197296,SERENITY HOMECARE,WEST MONROE,71291,3186006668,PROPRIETARY,Yes,No,No,No,No,Yes,2/26/1991,3,99.2,98.4,74,82.6,86,86.9,66.9,82.7,15.5,0,97.6,194,391,49.62,55.18,49.98,60.16,Worse Than National Rate,4,68,5.88,3.6,2.54,4.95,Same As National Rate
197297,NURSING SPECIALTIES,LAFAYETTE,70508,3372669996,PROPRIETARY,Yes,No,No,No,No,Yes,3/15/1991,4.5,99.9,99.8,94.7,90.5,87.4,92.9,89.7,86.8,15.1,0.5,99.7,1353,1879,72.01,74.02,72.06,76.26,Worse Than National Rate,26,994,2.62,3.33,2.52,4.22,Same As National Rate
197312,THE MEDICAL TEAM INC,HOUMA,70360,9858726666,PROPRIETARY,Yes,No,No,No,No,Yes,5/22/1980,3.5,100,99.3,86.7,77.4,83.1,83.6,78.8,79.6,16,0.4,99.7,470,595,78.99,86.19,82.7,89.51,Better Than National Rate,12,420,2.86,3.05,2.28,4.03,Same As National Rate
197315,KINDRED AT HOME,JENNINGS,70546,3376163077,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,9/28/1983,4,98.8,100,83.1,87.3,83.9,92.5,87.4,82.7,14.8,0,98.8,603,1034,58.32,62.74,59.52,66.07,Worse Than National Rate,5,329,1.52,2.93,2.11,3.9,Same As National Rate
197317,ELARA CARING,MARKSVILLE,71351,3182538978,PROPRIETARY,Yes,No,No,No,Yes,Yes,10/1/1983,4,100,98.3,48.3,90.8,85.7,90.4,81.4,88,19.3,0,97.7,108,207,52.17,55.79,49.44,62.34,Worse Than National Rate,2,75,2.67,3.51,2.46,4.95,Same As National Rate
197325,FAMILY HOME HEALTH AGENCY,BOGALUSA,70427,9857324892,PROPRIETARY,Yes,No,No,No,No,Yes,11/13/1991,,,,,,,,,,,,,9,43,20.93,30.32,18.88,45.73,Worse Than National Rate,,7,,,,,Not Available
197334,KINDRED AT HOME,COUSHATTA,71019,3189324442,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,11/23/1993,4,99.7,99.3,82.8,82.4,83.5,86.8,87,78.1,14.9,0.9,97,1402,2159,64.94,69.1,67.07,71.38,Worse Than National Rate,28,936,2.99,3.58,2.7,4.54,Same As National Rate
197401,INTENSIVE HOME HEALTH CARE  INC,VIDALIA,71373,3183369030,PROPRIETARY,Yes,No,No,No,No,Yes,4/26/1991,2,92.7,99.1,55.7,64.8,80.5,63.8,27,82.6,19.9,0,94.5,47,164,28.66,34.39,27.58,42.39,Worse Than National Rate,1,37,2.7,3.46,2.43,4.85,Same As National Rate
197402,NATIONAL HOME CARE SERVICES,MINDEN,71055,3185394300,PROPRIETARY,Yes,No,No,No,No,Yes,4/19/1991,4,97.3,100,95.2,91.3,91.2,85.5,85,92.2,17.1,0,94.7,138,251,54.98,59.46,52.99,65.6,Worse Than National Rate,8,80,10,4.04,2.95,5.41,Same As National Rate
197403,NURSING CARE HOME HEALTH,MORGAN CITY,70380,9853843478,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,4/23/1991,5,100,100,72.2,89.7,90,94.4,91.1,87.6,14.8,1,79.4,100,171,58.48,63.51,55.76,70.87,Worse Than National Rate,1,132,0.76,3.21,2.31,4.45,Same As National Rate
197413,VERNON HOME HEALTH,LEESVILLE,71446,3372380506,PROPRIETARY,Yes,No,No,No,No,Yes,7/12/1991,4,98,99.6,48.5,91,88.7,91.9,85.9,84.7,15.6,0.8,100,229,433,52.89,57.27,52.38,62.06,Worse Than National Rate,13,182,7.14,4.11,3.03,5.7,Same As National Rate
197417,ELARA CARING,HAMMOND,70403,9855490865,PROPRIETARY,Yes,No,No,No,Yes,Yes,9/5/1991,4.5,98.7,99,67.1,90.3,90,93.2,85.7,88.2,9.6,0,87.9,154,288,53.47,60.8,54.86,67.11,Worse Than National Rate,8,152,5.26,3.82,2.69,5.38,Same As National Rate
197419,STAT HOME HEALTH INNOVATIVE,BUNKIE,71322,3188382178,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,9/12/1991,4,99.4,99.4,86.8,87.2,88.7,87.2,77.7,84.2,15.4,0,99.4,365,507,71.99,74.18,70.17,78.16,Worse Than National Rate,3,217,1.38,3.13,2.24,4.34,Same As National Rate
197425,SUPERIOR HOME HEALTH CARE INC,BATON ROUGE,70809,2257668097,PROPRIETARY,Yes,No,No,No,Yes,Yes,12/6/1991,3,99.9,99.9,69.2,76.9,76.3,81.1,78.6,75.8,13.6,0.4,99.2,298,394,75.63,80.92,76.8,84.75,Same As National Rate,8,266,3.01,3.53,2.59,4.91,Same As National Rate
197426,PRIMESTAR HOME HEALTH INC,RAYVILLE,71269,3183298292,PROPRIETARY,Yes,No,No,No,No,Yes,11/10/1991,2,98.1,98.3,62.8,71,72.8,72.7,62.4,64.6,19,0.2,97.7,156,304,51.32,58.42,52.52,64.5,Worse Than National Rate,7,105,6.67,3.78,2.69,5.15,Same As National Rate
197437,AMEDISYS HOME HEALTH,BATON ROUGE,70816,2257518201,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,2/3/1992,4,99.9,99.8,79.5,85.3,85.7,86.9,91.4,81.1,15.6,0.5,96.5,1179,1490,79.13,85.53,83.64,87.68,Better Than National Rate,29,999,2.9,3.2,2.44,4.11,Same As National Rate
197440,TLC HOME HEALTH CARE,GRETNA,70056,5043989055,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,3/13/1992,,,,,,,,,,,,,,12,,,,,Not Available,,5,,,,,Not Available
197443,AMEDISYS HOME HEALTH,LAKE CHARLES,70607,3374779820,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,4/6/1992,3.5,100,100,73.9,83.3,80.3,84.5,85.8,82.4,16.5,0.9,98.7,236,309,76.38,81.69,76.86,86.31,Same As National Rate,6,161,3.73,3.38,2.56,4.58,Same As National Rate
197444,BRIDGES HOME HEALTH CARE  INC,BATON ROUGE,70806,2259276727,PROPRIETARY,Yes,No,No,No,No,Yes,4/13/1992,,96.2,100,4.8,,,,,,,,100,,18,,,,,Not Available,,3,,,,,Not Available
197446,PRIMESTAR HOME HEALTH OF NWLA  INC,RINGGOLD,71068,3182591410,PROPRIETARY,Yes,No,No,No,Yes,Yes,5/5/1992,2.5,99,72.7,72.7,72.1,66.7,75.2,67.8,71.7,16.4,0.3,97,553,1221,45.29,49.81,47.09,52.76,Worse Than National Rate,6,237,2.53,3.35,2.49,4.6,Same As National Rate
197447,MAGNOLIA HOME HEALTH CARE  INC,ARCADIA,71001,3182632100,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,5/11/1992,4.5,100,100,94.1,90.1,100,93.6,89.3,96.8,16.1,1.5,99.3,115,221,52.04,53.11,47.26,59.22,Worse Than National Rate,1,70,1.43,3.46,2.38,5.17,Same As National Rate
197451,FOUR RIVERS HOME HEALTH OF LOU,JONESVILLE,71343,3183396020,PROPRIETARY,Yes,No,No,No,No,Yes,6/2/1992,2.5,92.6,84.6,74.5,72.5,65.9,75.1,51.8,84.7,17.6,1.1,85.9,89,243,36.63,39.47,33.7,45.73,Worse Than National Rate,0,59,0,3.3,2.36,4.79,Same As National Rate
197453,HOME HEALTH CARE 2000 - LAFAYETTE,LAFAYETTE,70506,3375931198,PROPRIETARY,Yes,No,No,No,No,Yes,6/11/1992,4.5,100,98.6,64.5,89.2,84.6,95.2,87.8,96,16.2,3.2,97.9,84,294,28.57,33.43,27.79,38.99,Worse Than National Rate,4,48,8.33,3.73,2.64,5.12,Same As National Rate
197454,FIRST OPTION HOME HEALTH,LAFAYETTE,70508,3372359741,PROPRIETARY,Yes,No,No,No,No,Yes,12/16/1992,3.5,83.8,98,81.3,86.2,85.2,87.3,89.1,85.1,15.9,0.6,98,411,539,76.25,79.69,76.48,83.03,Same As National Rate,20,414,4.83,4.1,2.92,5.32,Same As National Rate
197455,HEALING HANDS HOME HEALTH INC,BATON ROUGE,70816,2252754325,PROPRIETARY,Yes,No,No,Yes,No,No,6/12/1992,,,,,,,,,,,,,,,,,,,,,,,,,,
197456,COMPLETE HOME HEALTH  INC.,LAFAYETTE,70506,3372330079,PROPRIETARY,Yes,No,No,No,No,Yes,6/12/1992,,90.3,96.8,60.9,,,,,,13,,100,67,91,73.63,80.74,71.16,89.02,Same As National Rate,1,54,1.85,3.4,2.3,4.77,Same As National Rate
197458,LAGNIAPPE HOMECARE ALEXANDRIA,ALEXANDRIA,71301,3184426435,PROPRIETARY,Yes,No,No,No,Yes,Yes,6/25/1992,3,99,95,49.6,77.9,76.7,86.3,81.7,79.5,16.8,0.7,96.1,603,809,74.54,79.04,75.84,82.04,Same As National Rate,10,406,2.46,3.25,2.36,4.39,Same As National Rate
197461,ACTS HOME HEALTH CARE  INC.,GRETNA,70056,5043622030,PROPRIETARY,Yes,No,No,No,Yes,Yes,5/22/1992,2.5,99,96.5,58.8,63.5,67.1,60.7,67.9,57.6,9.4,0,97.6,40,57,70.18,83.36,70.1,95.06,Same As National Rate,5,56,8.93,3.69,2.65,4.96,Same As National Rate
197462,EUNICE COMMUNITY HOME HEALTH,EUNICE,70535,3375500002,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,7/8/1992,4,100,100,63.5,84.7,87.7,87.5,84.2,89.8,12.9,0,100,282,409,68.95,73.3,68.84,77.96,Worse Than National Rate,7,199,3.52,3.61,2.59,5.07,Same As National Rate
197470,KINDRED AT HOME,HAMMOND,70403,9854299040,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,9/15/1992,5,100,100,67.8,97.3,93.1,98.4,98.1,92,14.9,0,76.9,279,454,61.45,66.6,61.44,71.4,Worse Than National Rate,3,179,1.68,3.15,2.22,4.41,Same As National Rate
197476,BAYOU HOME CARE  LLC,HOUMA,70360,9855802273,PROPRIETARY,Yes,No,No,No,No,Yes,10/6/1992,3.5,100,99.9,81.4,82.5,83.7,84.3,80,83.2,15,0.3,99.3,1031,1327,77.69,80.41,78.11,82.68,Same As National Rate,18,882,2.04,3.12,2.29,4.03,Same As National Rate
197478,LAGNIAPPE HOMECARE NORTHWEST LOUISIANA,NATCHITOCHES,71457,3183571990,PROPRIETARY,Yes,No,No,No,No,Yes,10/2/1992,3,97.4,95.7,73,92,88.2,86.5,61.3,81.4,22.4,0,61.3,225,319,70.53,76.31,71.11,81.41,Same As National Rate,4,179,2.23,3.39,2.42,4.78,Same As National Rate
197480,ALLEGIANCE HOME HEALTH OF SOUTHEAST LOUISIANA,MAUREPAS,70449,2259283940,PROPRIETARY,Yes,No,No,No,Yes,Yes,10/8/1992,,92.1,100,19.4,,,,,,,0,76.3,38,106,35.85,40.55,31.71,50.02,Worse Than National Rate,,14,,,,,Not Available
197483,STAT HOME HEALTH - WEST  LLC,BREAUX BRIDGE,70517,3372281396,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,10/16/1992,,,,,,,,,,,,,,12,,,,,Not Available,,3,,,,,Not Available
197485,DIVINITY HOME HEALTH SERVICES  LLC,THIBODAUX,70301,9852620445,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,10/12/1992,3.5,98.4,98.4,88.3,86.4,85.8,84.5,82,77.9,13.6,1.2,97.6,589,682,86.36,87.63,84.93,90.19,Better Than National Rate,8,450,1.78,3.19,2.31,4.27,Same As National Rate
197491,ALPHACARE HOME HEALTH  INC.,MONROE,71201,3183237097,PROPRIETARY,Yes,No,No,No,Yes,Yes,10/29/1992,3,95.9,99.5,70.7,81.5,77.2,83.1,67.9,84.8,17.3,0,100,275,381,72.18,74.78,70.45,78.72,Same As National Rate,9,193,4.66,3.8,2.64,5.37,Same As National Rate
197498,CHATEAU HOME HEALTH INC.,KENNER,70062,5043052257,PROPRIETARY,Yes,No,No,No,No,Yes,12/14/1992,,,,,,,,,,,,,,4,,,,,Not Available,,1,,,,,Not Available
197504,AMEDISYS HOME HEALTH SERVICES,ALEXANDRIA,71303,3184452846,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,1/7/1993,4.5,99.6,99.6,68,88.5,90.4,92.5,87,86.8,13.5,0,96.6,422,559,75.49,78.56,75.06,82.01,Same As National Rate,8,320,2.5,3.28,2.35,4.43,Same As National Rate
197508,TOTAL HOME HEALTH CARE  LLC,GRETNA,70053,5043408888,PROPRIETARY,Yes,No,No,No,Yes,Yes,1/15/1993,,,,,,,,,,,,,35,109,32.11,37.67,29.07,46.47,Worse Than National Rate,1,35,2.86,3.43,2.4,4.91,Same As National Rate
197517,STAT HOME HEALTH-CENTRAL,ALEXANDRIA,71303,3185617778,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,2/18/1993,2.5,98.5,100,85.3,80.1,78.4,82.4,71.3,78,20.3,0,98.9,120,175,68.57,72.77,65.57,79.18,Same As National Rate,1,72,1.39,3.31,2.38,4.6,Same As National Rate
197520,ALLEGIANCE HOME HEALTH OF SOUTHWEST LOUISIANA  LLC,DERIDDER,70634,3377861638,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,3/3/1993,2,94.6,97.3,98.4,54,65.4,59.7,53,75.6,17.1,2.1,97.3,96,185,51.89,55.85,48.25,63.38,Worse Than National Rate,1,98,1.02,3.21,2.28,4.5,Same As National Rate
